gene,name,GO,description,meta
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0006833,water transport,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0004674,protein serine/threonine kinase activity,F
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0010150,leaf senescence,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0009695,jasmonic acid biosynthetic process,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0000911,cytokinesis by cell plate formation,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0007584,response to nutrient,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0010363,regulation of plant-type hypersensitive response,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0030003,cellular cation homeostasis,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0019593,mannitol biosynthetic process,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0050832,defense response to fungus,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0070838,divalent metal ion transport,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0009753,response to jasmonic acid stimulus,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0005829,cytosol,C
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0016036,cellular response to phosphate starvation,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0042631,cellular response to water deprivation,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",F
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0009506,plasmodesma,C
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0005986,sucrose biosynthetic process,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0010107,potassium ion import,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0009735,response to cytokinin stimulus,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0009268,response to pH,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0042742,defense response to bacterium,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0006612,protein targeting to membrane,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0006979,response to oxidative stress,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0005886,plasma membrane,C
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0009691,cytokinin biosynthetic process,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0009723,response to ethylene stimulus,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0042802,identical protein binding,F
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0010325,raffinose family oligosaccharide biosynthetic process,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0009963,positive regulation of flavonoid biosynthetic process,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0005773,vacuole,C
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0000956,nuclear-transcribed mRNA catabolic process,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0010540,basipetal auxin transport,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0042538,hyperosmotic salinity response,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0003723,RNA binding,F
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0009750,response to fructose stimulus,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0047274,galactinol-sucrose galactosyltransferase activity,F
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0005516,calmodulin binding,F
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0019722,calcium-mediated signaling,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0000398,"mRNA splicing, via spliceosome",P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0009409,response to cold,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0019375,galactolipid biosynthetic process,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0010118,stomatal movement,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0035061,interchromatin granule,C
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0016607,nuclear speck,C
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0006468,protein phosphorylation,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0009507,chloroplast,C
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0009611,response to wounding,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0009788,negative regulation of abscisic acid mediated signaling pathway,P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0006355,"regulation of transcription, DNA-dependent",P
Locus_7961_Transcript_1_Length_1932_genewise_newlength_1932__CDS__330__1580,cbl-interacting serine threonine-protein kinase 3,GO:0005524,ATP binding,F
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0006346,methylation-dependent chromatin silencing,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0009888,tissue development,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0007010,cytoskeleton organization,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0004003,ATP-dependent DNA helicase activity,F
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0006344,maintenance of chromatin silencing,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0016579,protein deubiquitination,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0045739,positive regulation of DNA repair,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0016246,RNA interference,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0005829,cytosol,C
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0016567,protein ubiquitination,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0009736,cytokinin mediated signaling pathway,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0016049,cell growth,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0009506,plasmodesma,C
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0010388,cullin deneddylation,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0045132,meiotic chromosome segregation,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0009739,response to gibberellin stimulus,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0042742,defense response to bacterium,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0006349,regulation of gene expression by genetic imprinting,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:2000023,regulation of lateral root development,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0009733,response to auxin stimulus,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0005618,cell wall,C
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0010212,response to ionizing radiation,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0007062,sister chromatid cohesion,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0010199,organ boundary specification between lateral organs and the meristem,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0009553,embryo sac development,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0005515,protein binding,F
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0000278,mitotic cell cycle,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0031048,chromatin silencing by small RNA,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0010228,vegetative to reproductive phase transition of meristem,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0003677,DNA binding,F
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0005524,ATP binding,F
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0003682,chromatin binding,F
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0009640,photomorphogenesis,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0006302,double-strand break repair,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0009294,DNA mediated transformation,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0008283,cell proliferation,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0065008,regulation of biological quality,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0045893,"positive regulation of transcription, DNA-dependent",P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0006338,chromatin remodeling,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0016444,somatic cell DNA recombination,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0051574,positive regulation of histone H3-K9 methylation,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0046686,response to cadmium ion,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0048451,petal formation,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0005634,nucleus,C
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0045491,xylan metabolic process,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0044030,regulation of DNA methylation,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0032197,"transposition, RNA-mediated",P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0009910,negative regulation of flower development,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0009611,response to wounding,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0009788,negative regulation of abscisic acid mediated signaling pathway,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0090241,negative regulation of histone H4 acetylation,P
Locus_8085_Transcript_4_Length_3799_genewise_newlength_3799__CDS__270__3515,chromatin structure-remodeling complex protein syd,GO:0000786,nucleosome,C
Locus_2903_Transcript_2_Length_2585_genewise_newlength_2580__CDS__105__2249,cop1-interacting protein 7,GO:0009416,response to light stimulus,P
Locus_2903_Transcript_2_Length_2585_genewise_newlength_2580__CDS__105__2249,cop1-interacting protein 7,GO:0009718,anthocyanin-containing compound biosynthetic process,P
Locus_2903_Transcript_2_Length_2585_genewise_newlength_2580__CDS__105__2249,cop1-interacting protein 7,GO:0015995,chlorophyll biosynthetic process,P
Locus_2903_Transcript_2_Length_2585_genewise_newlength_2580__CDS__105__2249,cop1-interacting protein 7,GO:0045893,"positive regulation of transcription, DNA-dependent",P
Locus_2903_Transcript_2_Length_2585_genewise_newlength_2580__CDS__105__2249,cop1-interacting protein 7,GO:0005634,nucleus,C
Locus_2903_Transcript_2_Length_2585_genewise_newlength_2580__CDS__105__2249,cop1-interacting protein 7,GO:0005886,plasma membrane,C
Locus_7617_Transcript_9_Length_1520_genewise_newlength_1520__CDS__395__1138,cop9 signalosome complex subunit 7,GO:0004708,MAP kinase kinase activity,F
Locus_7617_Transcript_9_Length_1520_genewise_newlength_1520__CDS__395__1138,cop9 signalosome complex subunit 7,GO:0005829,cytosol,C
Locus_7617_Transcript_9_Length_1520_genewise_newlength_1520__CDS__395__1138,cop9 signalosome complex subunit 7,GO:0010387,COP9 signalosome assembly,P
Locus_7617_Transcript_9_Length_1520_genewise_newlength_1520__CDS__395__1138,cop9 signalosome complex subunit 7,GO:0009640,photomorphogenesis,P
Locus_7617_Transcript_9_Length_1520_genewise_newlength_1520__CDS__395__1138,cop9 signalosome complex subunit 7,GO:0010388,cullin deneddylation,P
Locus_7617_Transcript_9_Length_1520_genewise_newlength_1520__CDS__395__1138,cop9 signalosome complex subunit 7,GO:0016567,protein ubiquitination,P
Locus_7617_Transcript_9_Length_1520_genewise_newlength_1520__CDS__395__1138,cop9 signalosome complex subunit 7,GO:0005515,protein binding,F
Locus_7617_Transcript_9_Length_1520_genewise_newlength_1520__CDS__395__1138,cop9 signalosome complex subunit 7,GO:0008180,COP9 signalosome,C
Locus_7617_Transcript_9_Length_1520_genewise_newlength_1520__CDS__395__1138,cop9 signalosome complex subunit 7,GO:0016579,protein deubiquitination,P
Locus_7617_Transcript_9_Length_1520_genewise_newlength_1520__CDS__395__1138,cop9 signalosome complex subunit 7,GO:0045893,"positive regulation of transcription, DNA-dependent",P
Locus_7617_Transcript_9_Length_1520_genewise_newlength_1520__CDS__395__1138,cop9 signalosome complex subunit 7,GO:0016571,histone methylation,P
Locus_4706_Transcript_3_Length_1893_genewise_newlength_1786__CDS__139__1677,cytochrome family subfamily polypeptide 1,GO:0016131,brassinosteroid metabolic process,P
Locus_4706_Transcript_3_Length_1893_genewise_newlength_1786__CDS__139__1677,cytochrome family subfamily polypeptide 1,GO:0010268,brassinosteroid homeostasis,P
Locus_4706_Transcript_3_Length_1893_genewise_newlength_1786__CDS__139__1677,cytochrome family subfamily polypeptide 1,GO:0009416,response to light stimulus,P
Locus_4706_Transcript_3_Length_1893_genewise_newlength_1786__CDS__139__1677,cytochrome family subfamily polypeptide 1,GO:0009506,plasmodesma,C
Locus_4706_Transcript_3_Length_1893_genewise_newlength_1786__CDS__139__1677,cytochrome family subfamily polypeptide 1,GO:0009741,response to brassinosteroid stimulus,P
Locus_4706_Transcript_3_Length_1893_genewise_newlength_1786__CDS__139__1677,cytochrome family subfamily polypeptide 1,GO:0000041,transition metal ion transport,P
Locus_4706_Transcript_3_Length_1893_genewise_newlength_1786__CDS__139__1677,cytochrome family subfamily polypeptide 1,GO:0007623,circadian rhythm,P
Locus_4706_Transcript_3_Length_1893_genewise_newlength_1786__CDS__139__1677,cytochrome family subfamily polypeptide 1,GO:0090411,brassinosteroid binding,F
Locus_4706_Transcript_3_Length_1893_genewise_newlength_1786__CDS__139__1677,cytochrome family subfamily polypeptide 1,GO:0033466,trans-zeatin biosynthetic process,P
Locus_4706_Transcript_3_Length_1893_genewise_newlength_1786__CDS__139__1677,cytochrome family subfamily polypeptide 1,GO:0019825,oxygen binding,F
Locus_4706_Transcript_3_Length_1893_genewise_newlength_1786__CDS__139__1677,cytochrome family subfamily polypeptide 1,GO:0009826,unidimensional cell growth,P
Locus_4706_Transcript_3_Length_1893_genewise_newlength_1786__CDS__139__1677,cytochrome family subfamily polypeptide 1,GO:0005783,endoplasmic reticulum,C
Locus_4706_Transcript_3_Length_1893_genewise_newlength_1786__CDS__139__1677,cytochrome family subfamily polypeptide 1,GO:0008395,steroid hydroxylase activity,F
Locus_4706_Transcript_3_Length_1893_genewise_newlength_1786__CDS__139__1677,cytochrome family subfamily polypeptide 1,GO:0055114,oxidation-reduction process,P
Locus_4706_Transcript_3_Length_1893_genewise_newlength_1786__CDS__139__1677,cytochrome family subfamily polypeptide 1,GO:0020037,heme binding,F
Locus_4706_Transcript_3_Length_1893_genewise_newlength_1786__CDS__139__1677,cytochrome family subfamily polypeptide 1,GO:0005506,iron ion binding,F
Locus_4706_Transcript_3_Length_1893_genewise_newlength_1786__CDS__139__1677,cytochrome family subfamily polypeptide 1,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",F
Locus_2652_Transcript_4_Length_2771_genewise_newlength_2178__CDS__293__1687,cytochrome family subfamily polypeptide 1,GO:0010103,stomatal complex morphogenesis,P
Locus_2652_Transcript_4_Length_2771_genewise_newlength_2178__CDS__293__1687,cytochrome family subfamily polypeptide 1,GO:0009941,chloroplast envelope,C
Locus_2652_Transcript_4_Length_2771_genewise_newlength_2178__CDS__293__1687,cytochrome family subfamily polypeptide 1,GO:0006655,phosphatidylglycerol biosynthetic process,P
Locus_2652_Transcript_4_Length_2771_genewise_newlength_2178__CDS__293__1687,cytochrome family subfamily polypeptide 1,GO:0006636,unsaturated fatty acid biosynthetic process,P
Locus_2652_Transcript_4_Length_2771_genewise_newlength_2178__CDS__293__1687,cytochrome family subfamily polypeptide 1,GO:0043085,positive regulation of catalytic activity,P
Locus_2652_Transcript_4_Length_2771_genewise_newlength_2178__CDS__293__1687,cytochrome family subfamily polypeptide 1,GO:0010291,carotene beta-ring hydroxylase activity,F
Locus_2652_Transcript_4_Length_2771_genewise_newlength_2178__CDS__293__1687,cytochrome family subfamily polypeptide 1,GO:0019252,starch biosynthetic process,P
Locus_2652_Transcript_4_Length_2771_genewise_newlength_2178__CDS__293__1687,cytochrome family subfamily polypeptide 1,GO:0016123,xanthophyll biosynthetic process,P
Locus_2652_Transcript_4_Length_2771_genewise_newlength_2178__CDS__293__1687,cytochrome family subfamily polypeptide 1,GO:0000023,maltose metabolic process,P
Locus_2652_Transcript_4_Length_2771_genewise_newlength_2178__CDS__293__1687,cytochrome family subfamily polypeptide 1,GO:0016556,mRNA modification,P
Locus_2652_Transcript_4_Length_2771_genewise_newlength_2178__CDS__293__1687,cytochrome family subfamily polypeptide 1,GO:0015995,chlorophyll biosynthetic process,P
Locus_2652_Transcript_4_Length_2771_genewise_newlength_2178__CDS__293__1687,cytochrome family subfamily polypeptide 1,GO:0048608,reproductive structure development,P
Locus_2652_Transcript_4_Length_2771_genewise_newlength_2178__CDS__293__1687,cytochrome family subfamily polypeptide 1,GO:0019288,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway",P
Locus_2652_Transcript_4_Length_2771_genewise_newlength_2178__CDS__293__1687,cytochrome family subfamily polypeptide 1,GO:0009965,leaf morphogenesis,P
Locus_2652_Transcript_4_Length_2771_genewise_newlength_2178__CDS__293__1687,cytochrome family subfamily polypeptide 1,GO:0009570,chloroplast stroma,C
Locus_2652_Transcript_4_Length_2771_genewise_newlength_2178__CDS__293__1687,cytochrome family subfamily polypeptide 1,GO:0019825,oxygen binding,F
Locus_2652_Transcript_4_Length_2771_genewise_newlength_2178__CDS__293__1687,cytochrome family subfamily polypeptide 1,GO:0030154,cell differentiation,P
Locus_2652_Transcript_4_Length_2771_genewise_newlength_2178__CDS__293__1687,cytochrome family subfamily polypeptide 1,GO:0009974,zeinoxanthin epsilon hydroxylase activity,F
Locus_2652_Transcript_4_Length_2771_genewise_newlength_2178__CDS__293__1687,cytochrome family subfamily polypeptide 1,GO:1901700,response to oxygen-containing compound,P
Locus_2652_Transcript_4_Length_2771_genewise_newlength_2178__CDS__293__1687,cytochrome family subfamily polypeptide 1,GO:0009725,response to hormone stimulus,P
Locus_9058_Transcript_1_Length_2461_genewise_newlength_2461__CDS__825__2231,dna-binding bromodomain-containing protein,GO:0048364,root development,P
Locus_9058_Transcript_1_Length_2461_genewise_newlength_2461__CDS__825__2231,dna-binding bromodomain-containing protein,GO:0042393,histone binding,F
Locus_9058_Transcript_1_Length_2461_genewise_newlength_2461__CDS__825__2231,dna-binding bromodomain-containing protein,GO:0004402,histone acetyltransferase activity,F
Locus_9058_Transcript_1_Length_2461_genewise_newlength_2461__CDS__825__2231,dna-binding bromodomain-containing protein,GO:0016570,histone modification,P
Locus_9058_Transcript_1_Length_2461_genewise_newlength_2461__CDS__825__2231,dna-binding bromodomain-containing protein,GO:0045931,positive regulation of mitotic cell cycle,P
Locus_9058_Transcript_1_Length_2461_genewise_newlength_2461__CDS__825__2231,dna-binding bromodomain-containing protein,GO:0006355,"regulation of transcription, DNA-dependent",P
Locus_9058_Transcript_1_Length_2461_genewise_newlength_2461__CDS__825__2231,dna-binding bromodomain-containing protein,GO:0009617,response to bacterium,P
Locus_9058_Transcript_1_Length_2461_genewise_newlength_2461__CDS__825__2231,dna-binding bromodomain-containing protein,GO:0009791,post-embryonic development,P
Locus_9058_Transcript_1_Length_2461_genewise_newlength_2461__CDS__825__2231,dna-binding bromodomain-containing protein,GO:0048608,reproductive structure development,P
Locus_9058_Transcript_1_Length_2461_genewise_newlength_2461__CDS__825__2231,dna-binding bromodomain-containing protein,GO:0009294,DNA mediated transformation,P
Locus_9058_Transcript_1_Length_2461_genewise_newlength_2461__CDS__825__2231,dna-binding bromodomain-containing protein,GO:0003677,DNA binding,F
Locus_9058_Transcript_1_Length_2461_genewise_newlength_2461__CDS__825__2231,dna-binding bromodomain-containing protein,GO:0009416,response to light stimulus,P
Locus_9058_Transcript_1_Length_2461_genewise_newlength_2461__CDS__825__2231,dna-binding bromodomain-containing protein,GO:1901700,response to oxygen-containing compound,P
Locus_9058_Transcript_1_Length_2461_genewise_newlength_2461__CDS__825__2231,dna-binding bromodomain-containing protein,GO:0009725,response to hormone stimulus,P
Locus_9058_Transcript_1_Length_2461_genewise_newlength_2461__CDS__825__2231,dna-binding bromodomain-containing protein,GO:0006952,defense response,P
Locus_9058_Transcript_1_Length_2461_genewise_newlength_2461__CDS__825__2231,dna-binding bromodomain-containing protein,GO:0005634,nucleus,C
Locus_3766_Transcript_4_Length_2223_genewise_newlength_1753__CDS__515__1480,erythronate-4-phosphate dehydrogenase family protein,GO:0005634,nucleus,C
Locus_3766_Transcript_4_Length_2223_genewise_newlength_1753__CDS__515__1480,erythronate-4-phosphate dehydrogenase family protein,GO:0005739,mitochondrion,C
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0003700,sequence-specific DNA binding transcription factor activity,F
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0010182,sugar mediated signaling pathway,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0048825,cotyledon development,P
